,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
2209749,1994,93777,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209750,1994,93777,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209751,1994,93777,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209752,1994,93777,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209753,1994,93777,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209756,1994,93777,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209768,1994,93778,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209769,1994,93778,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209770,1994,93778,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209771,1994,93778,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209772,1994,93778,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209773,1994,93778,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209774,1994,93778,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209775,1994,93778,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209776,1994,93778,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209777,1994,93778,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209778,1994,93778,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209779,1994,93778,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209780,1994,93778,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209781,1994,93778,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209784,1994,93778,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209796,1994,93779,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209797,1994,93779,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209798,1994,93779,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209799,1994,93779,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209800,1994,93779,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209801,1994,93779,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209802,1994,93779,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209803,1994,93779,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209804,1994,93779,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209805,1994,93779,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209806,1994,93779,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209807,1994,93779,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209808,1994,93779,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209809,1994,93779,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209812,1994,93779,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209880,1994,93786,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209881,1994,93786,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209882,1994,93786,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209883,1994,93786,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209884,1994,93786,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209885,1994,93786,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209886,1994,93786,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209887,1994,93786,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209888,1994,93786,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209889,1994,93786,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209890,1994,93786,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209891,1994,93786,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209892,1994,93786,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209893,1994,93786,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209896,1994,93786,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209908,1994,93790,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209909,1994,93790,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209910,1994,93790,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209911,1994,93790,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209912,1994,93790,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209913,1994,93790,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209914,1994,93790,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209915,1994,93790,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209916,1994,93790,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209917,1994,93790,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209918,1994,93790,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209919,1994,93790,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209920,1994,93790,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209921,1994,93790,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209924,1994,93790,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209936,1994,93791,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209937,1994,93791,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209938,1994,93791,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209939,1994,93791,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209940,1994,93791,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209941,1994,93791,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209942,1994,93791,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209943,1994,93791,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209944,1994,93791,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209945,1994,93791,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209946,1994,93791,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209947,1994,93791,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209948,1994,93791,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209949,1994,93791,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209952,1994,93791,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209964,1994,93792,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209965,1994,93792,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209966,1994,93792,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209967,1994,93792,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209968,1994,93792,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209969,1994,93792,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209970,1994,93792,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209971,1994,93792,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209972,1994,93792,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209973,1994,93792,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209974,1994,93792,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209975,1994,93792,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209976,1994,93792,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209977,1994,93792,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209980,1994,93792,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2209992,1994,93793,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209993,1994,93793,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209994,1994,93793,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209995,1994,93793,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209996,1994,93793,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209997,1994,93793,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209998,1994,93793,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2209999,1994,93793,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210000,1994,93793,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210001,1994,93793,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210002,1994,93793,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210003,1994,93793,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210004,1994,93793,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210005,1994,93793,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210008,1994,93793,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2210020,1994,93794,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210021,1994,93794,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210022,1994,93794,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210023,1994,93794,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210024,1994,93794,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210025,1994,93794,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210026,1994,93794,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210027,1994,93794,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210028,1994,93794,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210029,1994,93794,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210030,1994,93794,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210031,1994,93794,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210032,1994,93794,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210033,1994,93794,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210036,1994,93794,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2210048,1994,93844,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210049,1994,93844,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210050,1994,93844,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210051,1994,93844,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210052,1994,93844,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210053,1994,93844,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210054,1994,93844,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210055,1994,93844,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210056,1994,93844,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210057,1994,93844,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210058,1994,93844,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210059,1994,93844,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210060,1994,93844,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210061,1994,93844,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210064,1994,93844,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2210076,1994,93888,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210077,1994,93888,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210078,1994,93888,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210079,1994,93888,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210080,1994,93888,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210081,1994,93888,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210082,1994,93888,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210083,1994,93888,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210084,1994,93888,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210085,1994,93888,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210086,1994,93888,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210087,1994,93888,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210088,1994,93888,Residence,Gender,Female,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210089,1994,93888,Residence,Gender,Male,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2210092,1994,93888,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,0.0,,,12/06/2022
2282512,1995,93650,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,38.0,,,12/06/2022
2282513,1995,93650,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2282514,1995,93650,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2282515,1995,93650,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2282516,1995,93650,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2282517,1995,93650,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2282518,1995,93650,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2282519,1995,93650,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2282520,1995,93650,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
2282521,1995,93650,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,12.0,,,12/06/2022
2282522,1995,93650,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,15.0,,,12/06/2022
2282523,1995,93650,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2282524,1995,93650,Residence,Gender,Female,ALL,All causes (total),ICD-9,19.0,,,12/06/2022
2282525,1995,93650,Residence,Gender,Male,ALL,All causes (total),ICD-9,19.0,,,12/06/2022
2282528,1995,93650,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283044,1995,93701,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,67.0,,,12/06/2022
2283045,1995,93701,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283046,1995,93701,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283047,1995,93701,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283048,1995,93701,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283049,1995,93701,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283050,1995,93701,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283051,1995,93701,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283052,1995,93701,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283053,1995,93701,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283054,1995,93701,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,12.0,,,12/06/2022
2283055,1995,93701,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283056,1995,93701,Residence,Gender,Female,ALL,All causes (total),ICD-9,30.0,,,12/06/2022
2283057,1995,93701,Residence,Gender,Male,ALL,All causes (total),ICD-9,37.0,,,12/06/2022
2283060,1995,93701,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283072,1995,93702,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,346.0,,,12/06/2022
2283073,1995,93702,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,17.0,,,12/06/2022
2283074,1995,93702,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283075,1995,93702,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283076,1995,93702,Residence,Age,15-24 years,ALL,All causes (total),ICD-9,11.0,,,12/06/2022
2283077,1995,93702,Residence,Age,25-34 years,ALL,All causes (total),ICD-9,18.0,,,12/06/2022
2283078,1995,93702,Residence,Age,35-44 years,ALL,All causes (total),ICD-9,25.0,,,12/06/2022
2283079,1995,93702,Residence,Age,45-54 years,ALL,All causes (total),ICD-9,32.0,,,12/06/2022
2283080,1995,93702,Residence,Age,55-64 years,ALL,All causes (total),ICD-9,31.0,,,12/06/2022
2283081,1995,93702,Residence,Age,65-74 years,ALL,All causes (total),ICD-9,65.0,,,12/06/2022
2283082,1995,93702,Residence,Age,75-84 years,ALL,All causes (total),ICD-9,78.0,,,12/06/2022
2283083,1995,93702,Residence,Age,85 years and over,ALL,All causes (total),ICD-9,61.0,,,12/06/2022
2283084,1995,93702,Residence,Gender,Female,ALL,All causes (total),ICD-9,157.0,,,12/06/2022
2283085,1995,93702,Residence,Gender,Male,ALL,All causes (total),ICD-9,189.0,,,12/06/2022
2283088,1995,93702,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-9,18.0,,,12/06/2022
2283100,1995,93703,Residence,Total Population,Total Population,ALL,All causes (total),ICD-9,273.0,,,12/06/2022
2283101,1995,93703,Residence,Age,Under 1 year,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283102,1995,93703,Residence,Age,1-4 years,ALL,All causes (total),ICD-9,,1.0,Cell suppressed for small numbers,12/06/2022
2283103,1995,93703,Residence,Age,5-14 years,ALL,All causes (total),ICD-9,0.0,,,12/06/2022
